docket_nums|citations|opinions|syllabuses|summaries
|362 u.s. 574|"Parker v. Ellis
No. 38
Argued January 20, 1960
Decided May 16, 1960
362 U.S. 574

Syllabus 
This Court granted certiorari to review dismissal of petitioner's application for habeas corpus, in which he claimed that his conviction in a state court violated the Due Process Clause of the Fourteenth Amendment.  Before the case could be heard here, petitioner was released from imprisonment after having served his sentence less time off for good behavior.
Held:  the case has become moot, this Court is without jurisdiction to deal with the merits of petitioner's claim, and the writ of certiorari is dismissed for want of jurisdiction.  Pp.  362 U. S. 574-576.
Reported below:  258 F. 2d 937.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Parker v. Ellis
No. 38
Argued January 20, 1960
Decided May 16, 1960
362 U.S. 574

Syllabus 
This Court granted certiorari to review dismissal of petitioner's application for habeas corpus, in which he claimed that his conviction in a state court violated the Due Process Clause of the Fourteenth Amendment.  Before the case could be heard here, petitioner was released from imprisonment after having served his sentence less time off for good behavior.
Held:  the case has become moot, this Court is without jurisdiction to deal with the merits of petitioner's claim, and the writ of certiorari is dismissed for want of jurisdiction.  Pp.  362 U. S. 574-576.
Reported below:  258 F. 2d 937."|
|362 u.s. 600|" NEEDELMAN v. UNITED STATES.  CERTIORARI TO THE UNITED STATES COURT OF APPEALS FOR THE FIFTH CIRCUIT.  No. 278. Argued April 25-26, 1960. Decided May 16, 1960.
 
 Since the record does not adequately present the questions tendered in the petition, the writ of certiorari is dismissed as improvidently granted.
 Reported below: 261 F.2d 802.
 Herbert A. Warren, Jr. argued the cause for petitioner. With him on the brief were Hilton R. Carr, Jr. and A. C. Dressler.
 Oscar H. Davis argued the cause for the United States. On the brief were Solicitor General Rankin, Assistant Attorney General Wilkey, Beatrice Rosenberg and Jerome M. Feit.
 
 PER CURIAM.
 
 After hearing oral argument, and further study of the record, we conclude that the record does not adequately present the questions tendered in the petition. Accordingly the writ is dismissed as improvidently granted.
 MR. JUSTICE FRANKFURTER, whom MR. JUSTICE CLARK and MR. JUSTICE HARLAN join.
 Considering the volume of cases which invoke the Court's discretionary jurisdiction - as of today 1,091 such cases have been passed on during this Term - it would be indeed surprising if in each Term there were not two or three instances of petitions which, after passing through the preliminary sifting process, did not survive the scrutiny of oral argument. See the cases collected in Rice v. Sioux City Cemetery, 349 U.S. 70, 77-78, and, 
Page 362 U.S. 600, 601
 more recently, Triplett v. Iowa, 357 U.S. 217, Joseph v. Indiana, 359 U.S. 117, and Phillips v. New York, ante, p. 456. But this is not one of them. The specific questions which were presented by the petition for certiorari are not now found to be frivolous nor do they raise disputed questions of fact, nor does the record otherwise appropriately preclude answers to them. In my view they call for answers against the claims of the petitioner and I would therefore affirm the judgment. In view of the disposition of the case elaboration is not called for. [362 U.S. 600, 602] 

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			


Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|" NEEDELMAN v. UNITED STATES.  CERTIORARI TO THE UNITED STATES COURT OF APPEALS FOR THE FIFTH CIRCUIT.  No. 278. Argued April 25-26, 1960. Decided May 16, 1960.
 
 Since the record does not adequately present the questions tendered in the petition, the writ of certiorari is dismissed as improvidently granted.
 Reported below: 261 F.2d 802.
 Herbert A. Warren, Jr. argued the cause for petitioner. With him on the brief were Hilton R. Carr, Jr. and A. C. Dressler.
 Oscar H. Davis argued the cause for the United States. On the brief were Solicitor General Rankin, Assistant Attorney General Wilkey, Beatrice Rosenberg and Jerome M. Feit.
 
 PER CURIAM.
 
 After hearing oral argument, and further study of the record, we conclude that the record does not adequately present the questions tendered in the petition. Accordingly the writ is dismissed as improvidently granted.
 MR. JUSTICE FRANKFURTER, whom MR. JUSTICE CLARK and MR. JUSTICE HARLAN join.
 Considering the volume of cases which invoke the Court's discretionary jurisdiction - as of today 1,091 such cases have been passed on during this Term - it would be indeed surprising if in each Term there were not two or three instances of petitions which, after passing through the preliminary sifting process, did not survive the scrutiny of oral argument. See the cases collected in Rice v. Sioux City Cemetery, 349 U.S. 70, 77-78, and, 
Page 362 U.S. 600, 601
 more recently, Triplett v. Iowa, 357 U.S. 217, Joseph v. Indiana, 359 U.S. 117, and Phillips v. New York, ante, p. 456. But this is not one of them. The specific questions which were presented by the petition for certiorari are not now found to be frivolous nor do they raise disputed questions of fact, nor does the record otherwise appropriately preclude answers to them. In my view they call for answers against the claims of the petitioner and I would therefore affirm the judgment. In view of the disposition of the case elaboration is not called for. [362 U.S. 600, 602] 

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			
"|
|362 u.s. 602|"United States v. Alabama
No. 398
Argued May 2, 1960
Decided May 16, 1960
362 U.S. 602

Syllabus 
Alleging a course of racially discriminatory practices calculated to deprive Negro citizens of their voting rights, the United States brought an action for declaratory and injunctive relief under the Civil Rights Act of 1957 against the Board of Registrars of an Alabama county, the individual members thereof and the State of Alabama.  The District Court dismissed the complaint, holding, inter alia, that the Civil Rights Act of 1957 did not authorize the action against the State.  The Court of Appeals affirmed, and this Court granted certiorari.  Before the case was heard in this Court, the Civil Rights Act of 1957 was amended so as expressly to authorize such actions to be brought against a State.
Held:  by virtue of that amendment, which is to be applied to this case, the District Court now has jurisdiction to entertain this action against the State.  Accordingly, both of the judgments below are vacated, and the case is remanded to the District Court with instructions to reinstate the action as to the State.  Pp.  362 U. S. 602-604.
267 F.2d 808, judgments vacated and case remanded.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"United States v. Alabama
No. 398
Argued May 2, 1960
Decided May 16, 1960
362 U.S. 602

Syllabus 
Alleging a course of racially discriminatory practices calculated to deprive Negro citizens of their voting rights, the United States brought an action for declaratory and injunctive relief under the Civil Rights Act of 1957 against the Board of Registrars of an Alabama county, the individual members thereof and the State of Alabama.  The District Court dismissed the complaint, holding, inter alia, that the Civil Rights Act of 1957 did not authorize the action against the State.  The Court of Appeals affirmed, and this Court granted certiorari.  Before the case was heard in this Court, the Civil Rights Act of 1957 was amended so as expressly to authorize such actions to be brought against a State.
Held:  by virtue of that amendment, which is to be applied to this case, the District Court now has jurisdiction to entertain this action against the State.  Accordingly, both of the judgments below are vacated, and the case is remanded to the District Court with instructions to reinstate the action as to the State.  Pp.  362 U. S. 602-604.
267 F.2d 808, judgments vacated and case remanded."|
|362 u.s. 605|"Local 24, International Brotherhood of Teamsters, Chauffeurs,
Warehousemen & Helpers of America, AFL-CIO
No. 813
Decided May 16, 1960.
362 U.S. 605

Syllabus 
Ohio's antitrust law may not be applied to prevent the contracting parties from carrying out a collective bargaining agreement upon a subject matter as to which the National Labor Relations Act directs them to bargain.  Teamsters Union v. Oliver, 358 U. S. 283.  Therefore, certiorari is granted, and the judgment below is reversed.  Pp.  362 U. S. 605-606.
170 Ohio St. 207, 163 N.E.2d 383, reversed.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Local 24, International Brotherhood of Teamsters, Chauffeurs,
Warehousemen & Helpers of America, AFL-CIO
No. 813
Decided May 16, 1960.
362 U.S. 605

Syllabus 
Ohio's antitrust law may not be applied to prevent the contracting parties from carrying out a collective bargaining agreement upon a subject matter as to which the National Labor Relations Act directs them to bargain.  Teamsters Union v. Oliver, 358 U. S. 283.  Therefore, certiorari is granted, and the judgment below is reversed.  Pp.  362 U. S. 605-606.
170 Ohio St. 207, 163 N.E.2d 383, reversed."|
|362 u.s. 607|"Wilde v. Wyoming
No. 645, Misc.
Decided May 16,1960
362 U.S. 607

Syllabus 
Certiorari granted; judgment vacated; and case remanded for hearing on petitioner's allegations in his petition for writ of habeas corpus that he ""had no counsel present"" when he pleaded guilty to second-degree murder and that the prosecutor suppressed testimony favorable to petitioner.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Wilde v. Wyoming
No. 645, Misc.
Decided May 16,1960
362 U.S. 607

Syllabus 
Certiorari granted; judgment vacated; and case remanded for hearing on petitioner's allegations in his petition for writ of habeas corpus that he ""had no counsel present"" when he pleaded guilty to second-degree murder and that the prosecutor suppressed testimony favorable to petitioner."|
|362 u.s. 608|"McMORRAN, SUPERINTENDENT OF PUBLIC WORKS OF NEW YORK, v. TUSCARORA NATION  OF INDIANS, ALSO KNOWN AS TUSCARORA INDIAN NATION.  APPEAL FROM THE UNITED STATES COURT OF APPEALS FOR THE SECOND CIRCUIT. No. 4. Decided May 16, 1960.
 
 Judgment vacated and case remanded to the District Court with instructions to dismiss the complaint as moot.
 Reported below: 257 F.2d 885.
 Louis J. Lefkowitz, Attorney General of New York, Paxton Blair, Solicitor General, and Julius L. Sackman for appellant.
 Arthur Lazarus, Jr. and Eugene Gressman for appellee.
 Thomas F. Moore, Jr. for the Power Authority of the State of New York, as amicus curiae.
 
 PER CURIAM.
 
 Upon the suggestion of mootness, the judgment of the Court of Appeals is vacated and the case is remanded to the District Court with instructions to dismiss the complaint as moot. 
Page 362 U.S. 608, 609

 


Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"McMORRAN, SUPERINTENDENT OF PUBLIC WORKS OF NEW YORK, v. TUSCARORA NATION  OF INDIANS, ALSO KNOWN AS TUSCARORA INDIAN NATION.  APPEAL FROM THE UNITED STATES COURT OF APPEALS FOR THE SECOND CIRCUIT. No. 4. Decided May 16, 1960.
 
 Judgment vacated and case remanded to the District Court with instructions to dismiss the complaint as moot.
 Reported below: 257 F.2d 885.
 Louis J. Lefkowitz, Attorney General of New York, Paxton Blair, Solicitor General, and Julius L. Sackman for appellant.
 Arthur Lazarus, Jr. and Eugene Gressman for appellee.
 Thomas F. Moore, Jr. for the Power Authority of the State of New York, as amicus curiae.
 
 PER CURIAM.
 
 Upon the suggestion of mootness, the judgment of the Court of Appeals is vacated and the case is remanded to the District Court with instructions to dismiss the complaint as moot. 
Page 362 U.S. 608, 609

 
"|
|362 u.s. 609|" HELM ET AL. v. ARIZONA.  APPEAL FROM THE SUPREME COURT OF ARIZONA.  No. 768. Decided May 16, 1960.
 
 Appeal dismissed for want of a substantial federal question.
 Reported below: 86 Ariz. 275, 345 P.2d 202.
 Irving A. Jennings for appellants.
 Wade Church, Attorney General of Arizona, Leslie C. Hardy, Chief Assistant Attorney General, and Jay Dushoff, Assistant Attorney General, for appellee.
 
 PER CURIAM.
 
 The motion to dismiss is granted and the appeal is dismissed for want of a substantial federal question. 
Page 362 U.S. 609, 610

 


Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|" HELM ET AL. v. ARIZONA.  APPEAL FROM THE SUPREME COURT OF ARIZONA.  No. 768. Decided May 16, 1960.
 
 Appeal dismissed for want of a substantial federal question.
 Reported below: 86 Ariz. 275, 345 P.2d 202.
 Irving A. Jennings for appellants.
 Wade Church, Attorney General of Arizona, Leslie C. Hardy, Chief Assistant Attorney General, and Jay Dushoff, Assistant Attorney General, for appellee.
 
 PER CURIAM.
 
 The motion to dismiss is granted and the appeal is dismissed for want of a substantial federal question. 
Page 362 U.S. 609, 610

 
"|
|362 u.s. 458|"Maryland and Virginia Milk Producers Assn., Inc. v. United States
No. 62
Argued January 19-20, 1960
Decided May 2, 1960*
362 U.S. 458

Syllabus 
The United States brought a civil antitrust action against an agricultural cooperative marketing association composed of about 2,000 Maryland and Virginia dairy farmers supplying about 86% of the milk purchased by all milk dealers in the Washington, D.C., metropolitan area.  The complaint charged that the association had (1) monopolized and attempted to monopolize interstate trade and commerce in fluid milk in Maryland, Virginia and the District of Columbia, in violation of  2 of the Sherman Act; (2) through contracts and agreements combined and conspired with Embassy Dairy and others to eliminate and foreclose competition in the same milk market area, in violation of  3 of the Sherman Act; and (3) bought all assets of Embassy Dairy (the largest milk dealer in the area which competed with the association's dealers), the effect of which might be to substantially lessen competition or tend to create a monopoly in violation of  7 of the Clayton Act.  The District Court dismissed the charge under  2 of the Sherman Act, but it found for the Government on the charges under  3 of the Sherman Act and  7 of the Clayton Act and granted part, but not all, of the relief sought by the Government with respect to those charges.
Held:
1. Section 2 of the Capper-Volstead Act, which authorizes the Secretary of Agriculture to issue a cease and desist order upon finding that a cooperative has monopolized or restrained trade to such an extent that the price of an agricultural commodity has been ""unduly enhanced,"" does not exclude all prosecutions under the Sherman Act.  United States v. Borden Co., 308 U. S. 188.  Pp.  362 U. S. 462-463.
2. Neither  6 of the Clayton Act nor  1 of the Capper-Volstead Act leaves agricultural cooperatives free to engage in practices against others which are designed to monopolize trade or to restrain and suppress competition.  Pp.  362 U. S. 463-468. 
Page 362 U. S. 459

3. The allegations of the complaint and the statement of particulars in this case charge anticompetitive activities which are so far outside the legitimate objects of a cooperative that, if proved, they would constitute clear violations of  2 of the Sherman Act; and the District Court erred in dismissing the charge of violating  2.  P.  362 U. S. 468.
4. On the record in this case, the District Court properly found that the acquisition of Embassy Dairy by the association tended to create a monopoly or to substantially lessen competition, in violation of  7 of the Clayton Act.  Pp.  362 U. S. 468-469.
5. The acquisition of Embassy Dairy by the association was not exempted from the provisions of  7 of the Clayton Act by the last paragraph of that section, since there is no ""statutory provision"" that vests power in the Secretary of Agriculture to approve a transaction, and thereby exempt a cooperative from the antitrust laws under the circumstances of this case, which involves no agricultural marketing agreement with the Secretary.  Pp.  362 U. S. 469-470.
6. The privilege the Capper-Volstead Act grants producers to conduct their affairs collectively does not include a privilege to combine with competitors so as to use a monopoly position as a lever further to suppress competition by and among independent producers and processors, and the record sustains the District Court's finding that the association had violated  3 of the Sherman Act.  Pp.  362 U. S. 470-472.
7. Having entered a decree ordering the association to divest itself of all assets acquired from Embassy Dairy and to cancel all contracts ancillary to their acquisition, and having retained jurisdiction to grant such further relief as might be appropriate, the District Court did not err in denying part of the relief sought by the Government.  Pp.  362 U. S. 472-473.
167 F.Supp. 45 reversed.
167 F. Supp. 799, 168 F. Supp. 880, affirmed. 
Page 362 U. S. 460


Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Maryland and Virginia Milk Producers Assn., Inc. v. United States
No. 62
Argued January 19-20, 1960
Decided May 2, 1960*
362 U.S. 458

Syllabus 
The United States brought a civil antitrust action against an agricultural cooperative marketing association composed of about 2,000 Maryland and Virginia dairy farmers supplying about 86% of the milk purchased by all milk dealers in the Washington, D.C., metropolitan area.  The complaint charged that the association had (1) monopolized and attempted to monopolize interstate trade and commerce in fluid milk in Maryland, Virginia and the District of Columbia, in violation of  2 of the Sherman Act; (2) through contracts and agreements combined and conspired with Embassy Dairy and others to eliminate and foreclose competition in the same milk market area, in violation of  3 of the Sherman Act; and (3) bought all assets of Embassy Dairy (the largest milk dealer in the area which competed with the association's dealers), the effect of which might be to substantially lessen competition or tend to create a monopoly in violation of  7 of the Clayton Act.  The District Court dismissed the charge under  2 of the Sherman Act, but it found for the Government on the charges under  3 of the Sherman Act and  7 of the Clayton Act and granted part, but not all, of the relief sought by the Government with respect to those charges.
Held:
1. Section 2 of the Capper-Volstead Act, which authorizes the Secretary of Agriculture to issue a cease and desist order upon finding that a cooperative has monopolized or restrained trade to such an extent that the price of an agricultural commodity has been ""unduly enhanced,"" does not exclude all prosecutions under the Sherman Act.  United States v. Borden Co., 308 U. S. 188.  Pp.  362 U. S. 462-463.
2. Neither  6 of the Clayton Act nor  1 of the Capper-Volstead Act leaves agricultural cooperatives free to engage in practices against others which are designed to monopolize trade or to restrain and suppress competition.  Pp.  362 U. S. 463-468. 
Page 362 U. S. 459

3. The allegations of the complaint and the statement of particulars in this case charge anticompetitive activities which are so far outside the legitimate objects of a cooperative that, if proved, they would constitute clear violations of  2 of the Sherman Act; and the District Court erred in dismissing the charge of violating  2.  P.  362 U. S. 468.
4. On the record in this case, the District Court properly found that the acquisition of Embassy Dairy by the association tended to create a monopoly or to substantially lessen competition, in violation of  7 of the Clayton Act.  Pp.  362 U. S. 468-469.
5. The acquisition of Embassy Dairy by the association was not exempted from the provisions of  7 of the Clayton Act by the last paragraph of that section, since there is no ""statutory provision"" that vests power in the Secretary of Agriculture to approve a transaction, and thereby exempt a cooperative from the antitrust laws under the circumstances of this case, which involves no agricultural marketing agreement with the Secretary.  Pp.  362 U. S. 469-470.
6. The privilege the Capper-Volstead Act grants producers to conduct their affairs collectively does not include a privilege to combine with competitors so as to use a monopoly position as a lever further to suppress competition by and among independent producers and processors, and the record sustains the District Court's finding that the association had violated  3 of the Sherman Act.  Pp.  362 U. S. 470-472.
7. Having entered a decree ordering the association to divest itself of all assets acquired from Embassy Dairy and to cancel all contracts ancillary to their acquisition, and having retained jurisdiction to grant such further relief as might be appropriate, the District Court did not err in denying part of the relief sought by the Government.  Pp.  362 U. S. 472-473.
167 F.Supp. 45 reversed.
167 F. Supp. 799, 168 F. Supp. 880, affirmed. 
Page 362 U. S. 460
"|
|362 u.s. 474|"Nostrand v. Little
No. 342
Argued March 30-31, 1960
Decided May 2, 1960
362 U.S. 474

Syllabus 
In a declaratory judgment action, a State Supreme Court sustained the validity of a state statute providing for the immediate dismissal of any employee of the State or any of its political subdivisions who refuses to swear that he is not presently a member of the Communist Party or any other subversive organization.  In this Court, appellants contended that no hearing is afforded at which an employee can explain or defend his refusal to take the oath and that this violates the Due Process Clause of the Fourteenth Amendment; but the State Supreme Court had not passed on the question whether such a hearing is afforded.
Held:  the judgment is vacated and the case is remanded to the State Supreme Court for further consideration.  Pp.  362 U. S. 474-476.
53 Wash.2d 460, 335 P.2d 10, judgment vacated and case remanded.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Nostrand v. Little
No. 342
Argued March 30-31, 1960
Decided May 2, 1960
362 U.S. 474

Syllabus 
In a declaratory judgment action, a State Supreme Court sustained the validity of a state statute providing for the immediate dismissal of any employee of the State or any of its political subdivisions who refuses to swear that he is not presently a member of the Communist Party or any other subversive organization.  In this Court, appellants contended that no hearing is afforded at which an employee can explain or defend his refusal to take the oath and that this violates the Due Process Clause of the Fourteenth Amendment; but the State Supreme Court had not passed on the question whether such a hearing is afforded.
Held:  the judgment is vacated and the case is remanded to the State Supreme Court for further consideration.  Pp.  362 U. S. 474-476.
53 Wash.2d 460, 335 P.2d 10, judgment vacated and case remanded."|
|362 u.s. 479|"Communications Workers of America, AFL-CIO v.
National Labor Relations Board
No. 418
Argued April 18, 1960
Decided May 2, 1960
362 U.S. 479

Syllabus 
The National Labor Relations Board found that, during the course of a strike, petitioner unions had violated  8(b)(1)(A) of the National Labor Relations Act by coercing employees of a telephone company in the exercise of their right to refrain from or discontinue participation in the strike, and it entered an order requiring the unions to cease and desist from restraining or coercing employees of the telephone company ""or any other employer"" in the exercise of rights guaranteed in  7 of the Act, though it had not found that the unions had engaged in violations against the employees of any employer other than the telephone company.
Held:  the order is modified by striking therefrom the words ""or any other employer,"" and, as so modified, the judgment of the Court of Appeals enforcing the order is affirmed.  Pp.  362 U. S. 479-481.
266 F.2d 823 modified and affirmed.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Communications Workers of America, AFL-CIO v.
National Labor Relations Board
No. 418
Argued April 18, 1960
Decided May 2, 1960
362 U.S. 479

Syllabus 
The National Labor Relations Board found that, during the course of a strike, petitioner unions had violated  8(b)(1)(A) of the National Labor Relations Act by coercing employees of a telephone company in the exercise of their right to refrain from or discontinue participation in the strike, and it entered an order requiring the unions to cease and desist from restraining or coercing employees of the telephone company ""or any other employer"" in the exercise of rights guaranteed in  7 of the Act, though it had not found that the unions had engaged in violations against the employees of any employer other than the telephone company.
Held:  the order is modified by striking therefrom the words ""or any other employer,"" and, as so modified, the judgment of the Court of Appeals enforcing the order is affirmed.  Pp.  362 U. S. 479-481.
266 F.2d 823 modified and affirmed."|
|362 u.s. 404|"Hew Hampshire Fire Insurance Co. v. Scanlon
No. 339
Argued March 22, 1960
Decided April 25, 1960
362 U.S. 404

Syllabus 
Acting under statutory authority to levy, distrain or seize property or rights to property belonging to a delinquent taxpayer, a District Director of Internal Revenue served notices of levy on a city demanding that it pay to him money alleged to be due from the city to a contractor for construction work.  The surety on the contractor's performance and payment bonds then instituted a summary proceeding in a Federal District Court to have the levy quashed, claiming that the money was due to it, instead of to the contractor, since the surety had been compelled to complete performance of the contract when the contractor defaulted.
Held:   the District Court was without jurisdiction to determine the rights of the parties in a summary proceeding.  Pp.  362 U. S. 405-410.
(a) Especially when a controversy like this is begun by peremptory seizure without an initial determination of the taxpayer's liability, there is neither justification nor authority for carving out an exception to the uniform and regular civil procedure laid down by the Federal Rules, either for the benefit of the party from whom the property was seized or for any other claimant.  Pp.  362 U. S. 406-408.
(b) Such a summary trial of a claim for property seized by Internal Revenue officers is not authorized by 28 U.S.C.  2463.  Pp.  362 U. S. 408-410.
267 F.2d 941 affirmed. 
Page 362 U. S. 405


Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Hew Hampshire Fire Insurance Co. v. Scanlon
No. 339
Argued March 22, 1960
Decided April 25, 1960
362 U.S. 404

Syllabus 
Acting under statutory authority to levy, distrain or seize property or rights to property belonging to a delinquent taxpayer, a District Director of Internal Revenue served notices of levy on a city demanding that it pay to him money alleged to be due from the city to a contractor for construction work.  The surety on the contractor's performance and payment bonds then instituted a summary proceeding in a Federal District Court to have the levy quashed, claiming that the money was due to it, instead of to the contractor, since the surety had been compelled to complete performance of the contract when the contractor defaulted.
Held:   the District Court was without jurisdiction to determine the rights of the parties in a summary proceeding.  Pp.  362 U. S. 405-410.
(a) Especially when a controversy like this is begun by peremptory seizure without an initial determination of the taxpayer's liability, there is neither justification nor authority for carving out an exception to the uniform and regular civil procedure laid down by the Federal Rules, either for the benefit of the party from whom the property was seized or for any other claimant.  Pp.  362 U. S. 406-408.
(b) Such a summary trial of a claim for property seized by Internal Revenue officers is not authorized by 28 U.S.C.  2463.  Pp.  362 U. S. 408-410.
267 F.2d 941 affirmed. 
Page 362 U. S. 405
"|
|362 u.s. 411|"Local Lodge No. 1424, International Association of Machinists,
AFL-CIO, v. National Labor Relations Board
No. 44
Argued January 11, 1960
Decided April 25, 1960
362 U.S. 411

Syllabus 
At a time when the union represented less than a majority of the employees, a company and a union entered into a collective bargaining agreement containing a ""union security"" clause, by which all employees were required, after a 45-day grace period, to become and remain members of the union as a condition of employment.  More than six months later, the General Counsel of the National Labor Relations Board filed and served on the company and the union complaints charging that continued enforcement of the agreement (within the preceding six months) was an unfair labor practice in violation of the National Labor Relations Act.
Held:  the complaints were barred by the six-month statute of limitations contained in 10(b) of the Act, as amended.  Pp.  362 U. S. 411-429.
105 U.S.App.D.C. 102, 264 F.2d 575, reversed.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Local Lodge No. 1424, International Association of Machinists,
AFL-CIO, v. National Labor Relations Board
No. 44
Argued January 11, 1960
Decided April 25, 1960
362 U.S. 411

Syllabus 
At a time when the union represented less than a majority of the employees, a company and a union entered into a collective bargaining agreement containing a ""union security"" clause, by which all employees were required, after a 45-day grace period, to become and remain members of the union as a condition of employment.  More than six months later, the General Counsel of the National Labor Relations Board filed and served on the company and the union complaints charging that continued enforcement of the agreement (within the preceding six months) was an unfair labor practice in violation of the National Labor Relations Act.
Held:  the complaints were barred by the six-month statute of limitations contained in 10(b) of the Act, as amended.  Pp.  362 U. S. 411-429.
105 U.S.App.D.C. 102, 264 F.2d 575, reversed."|
|362 u.s. 440|"Huron Portland Cement Co. v. City of Detroit
No. 86
Argued February 29, 1960
Decided April 25, 1960
362 U.S. 440

Syllabus 
The criminal provisions of the Smoke Abatement Code of the City of Detroit are constitutional, as applied to prosecution for the emission of dense black smoke by appellant's ships while docked at the Port of Detroit, even though such ships operate in interstate commerce and have been inspected, approved and licensed by the Federal Government for that purpose in accordance with a comprehensive system of regulation enacted by Congress.  Pp.  362 U. S. 440-448.
(a) The federal inspection laws, which are designed to afford protection from the perils of maritime navigation, do not so preempt the field as to prevent local regulation to protect the health and enhance the cleanliness of the local community, and the local regulation here involved does not unconstitutionally burden the federal licenses issued to these vessels.  Pp.  362 U. S. 444-448.
(b) The criminal provisions of the Smoke Abatement Code, as applied to appellant's ships, do not impose an undue burden on interstate commerce.  P.  362 U. S. 448.
355 Mich. 227, 93 N.W.2d 888, affirmed.

Disclaimer: Official Supreme Court case law is only found in the print version of the United States Reports. Justia case law is provided for general informational purposes only, and may not reflect current legal developments, verdicts or settlements. We make no warranties or guarantees about the accuracy, completeness, or adequacy of the information contained on this site or information linked to from this site. Please check official sources.
			"|"Huron Portland Cement Co. v. City of Detroit
No. 86
Argued February 29, 1960
Decided April 25, 1960
362 U.S. 440

Syllabus 
The criminal provisions of the Smoke Abatement Code of the City of Detroit are constitutional, as applied to prosecution for the emission of dense black smoke by appellant's ships while docked at the Port of Detroit, even though such ships operate in interstate commerce and have been inspected, approved and licensed by the Federal Government for that purpose in accordance with a comprehensive system of regulation enacted by Congress.  Pp.  362 U. S. 440-448.
(a) The federal inspection laws, which are designed to afford protection from the perils of maritime navigation, do not so preempt the field as to prevent local regulation to protect the health and enhance the cleanliness of the local community, and the local regulation here involved does not unconstitutionally burden the federal licenses issued to these vessels.  Pp.  362 U. S. 444-448.
(b) The criminal provisions of the Smoke Abatement Code, as applied to appellant's ships, do not impose an undue burden on interstate commerce.  P.  362 U. S. 448.
355 Mich. 227, 93 N.W.2d 888, affirmed."|
